ruu,link,text,user,date,is-retweet,is-pinned,external-link,replying-to,quoted-post,stats,pictures,videos,gifs,sentiment
RUU Konservasi,https://twitter.com/beritaKBR/status/1811740359388725701#m,"Kontingen Indonesia berangkat untuk berlaga di ajang Olimpiade Paris 2024! Kita doakan yang terbaik untuk Indonesia ya Sapieners!  Anyway, RUU Konservasi Sumber Daya Alam Hayati dan Ekosistem (RUU KSDAHE) telah disahkan DPR. RUU yang delapan tahun wara wiri di prolegnas ini tiba-tiba sah meski masih menuai penolakan karena dinilai merugikan rakyat khususnya masyarakat adat. Kami bahas ini bareng Manager Kampanye Hutan dan Kebun @walhinasional Uli Arta Siagian.  Selengkapnya kamu bisa dengerin di  Podcast #FOMOSapiens https://kbrprime.id/podcast/fomo-sapiens/indonesia-ikut-olimpiade-dan-pengesahan-ruu-konservasi-51012 #PodcastIndonesia #OlimpiadeParis2024 #atlet #DiditPrabowo #RUUKSDAHE","{'name': 'KBR', 'username': '@beritaKBR', 'profile_id': '1572505996567916546', 'avatar': 'https://pbs.twimg.com/profile_images/1572505996567916546/q8YX8Xxg_bigger.jpg'}",2024-07-12,False,False,,[],{},"{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}",['https://pbs.twimg.com/media/GSSYQWragAI4c7c.jpg'],[],[],Neutral
RUU Konservasi,https://twitter.com/usembassyjkt/status/1811699107884568734#m,Selamat kepada Pemerintah Indonesia atas disahkannya revisi Undang-Undang No 5 thn 1990 tentang Konservasi Sumber Daya Alam Hayati dan Ekosistem (RUU KSDAHE) menjadi undang-undang! 🌿  Pencapaian signifikan ini menandai langkah maju yang besar dalam melindungi keanekaragaman hayati Indonesia dan mendorong pembangunan berkelanjutan. AS siap mendukung Indonesia dalam upaya konservasinya dan berharap dapat melanjutkan kolaborasi dalam melestarikan planet kita untuk generasi mendatang.🌏   #ASRIselalu🌱 #IndonesiaUSA75🇮🇩🇺🇸  @KemenLHK @kkpgoid @DPR_RI,"{'name': 'usembassyjkt', 'username': '@usembassyjkt', 'profile_id': '1554726358541930497', 'avatar': 'https://pbs.twimg.com/profile_images/1554726358541930497/EEUAPLNW_bigger.jpg'}",2024-07-12,False,False,,[],{},"{'comments': 3, 'retweets': 1, 'quotes': 1, 'likes': 9}",[],[],[],Positive
RUU Konservasi,https://twitter.com/inang_hasiholan/status/1811669272621646117#m,Legislator Partai Gerindra ini juga menambahkan bahwa RUU KSDAHE juga mengatur kejelasan kewenangan konservasi sumber daya alam hayati dan ekosistemnya.,"{'name': 'Inang Hasiholan', 'username': '@inang_hasiholan', 'profile_id': '820829543095103489', 'avatar': 'https://pbs.twimg.com/profile_images/820829543095103489/OX3Jx0Jy_bigger.jpg'}",2024-07-12,False,False,,[],{},"{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[],Neutral
RUU Konservasi,https://twitter.com/inang_hasiholan/status/1811669264287564096#m,"Tentang Konservasi Sumber Daya Alam Hayati dan Ekosistemnya (RUU KSDAHE) pada, Selasa (9/7/2024).","{'name': 'Inang Hasiholan', 'username': '@inang_hasiholan', 'profile_id': '820829543095103489', 'avatar': 'https://pbs.twimg.com/profile_images/820829543095103489/OX3Jx0Jy_bigger.jpg'}",2024-07-12,False,False,,[],{},"{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[],Neutral
RUU Konservasi,https://twitter.com/inang_hasiholan/status/1811669260361695743#m,Dengan mengatakan RUU KSDAHE akan memperkuat konservasi sumber daya alam hayati dan keseimbangan ekosistem.,"{'name': 'Inang Hasiholan', 'username': '@inang_hasiholan', 'profile_id': '820829543095103489', 'avatar': 'https://pbs.twimg.com/profile_images/820829543095103489/OX3Jx0Jy_bigger.jpg'}",2024-07-12,False,False,,[],{},"{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[],Positive
RUU Konservasi,https://twitter.com/Rizwariryb/status/1811668457022468200#m,Legislator Partai Gerindra ini juga menambahkan bahwa RUU KSDAHE juga mengatur kejelasan kewenangan konservasi sumber daya alam hayati dan ekosistemnya.,"{'name': 'Riz', 'username': '@Rizwariryb', 'profile_id': '703873418794508288', 'avatar': 'https://pbs.twimg.com/profile_images/703873418794508288/eHe6_mRQ_bigger.jpg'}",2024-07-12,False,False,,[],{},"{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[],Neutral
RUU Konservasi,https://twitter.com/Rizwariryb/status/1811668448386384086#m,"Tentang Konservasi Sumber Daya Alam Hayati dan Ekosistemnya (RUU KSDAHE) pada, Selasa (9/7/2024).","{'name': 'Riz', 'username': '@Rizwariryb', 'profile_id': '703873418794508288', 'avatar': 'https://pbs.twimg.com/profile_images/703873418794508288/eHe6_mRQ_bigger.jpg'}",2024-07-12,False,False,,[],{},"{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[],Neutral
RUU Konservasi,https://twitter.com/Rizwariryb/status/1811668444284355050#m,Dengan mengatakan RUU KSDAHE akan memperkuat konservasi sumber daya alam hayati dan keseimbangan ekosistem.,"{'name': 'Riz', 'username': '@Rizwariryb', 'profile_id': '703873418794508288', 'avatar': 'https://pbs.twimg.com/profile_images/703873418794508288/eHe6_mRQ_bigger.jpg'}",2024-07-12,False,False,,[],{},"{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[],Neutral
RUU Konservasi,https://twitter.com/info_maz_eh/status/1811222880426045734#m,Wakil Ketua Komisi IV DPR RI Budisatrio Djiwandono sekaligus Ketua Panja RUU KSDAHE menjelaskan tentang Revisi dan penguatan dalam perubahan UU No. 5 Tahun 1990.  #Komisi4 #RUUKSDAHE #Konservasi,"{'name': 'Mawar Putih 🇮🇩 🔄', 'username': '@info_maz_eh', 'profile_id': '1659162004752580612', 'avatar': 'https://pbs.twimg.com/profile_images/1659162004752580612/2H-QVrHZ_bigger.jpg'}",2024-07-11,False,False,,[],{},"{'comments': 6, 'retweets': 6, 'quotes': 0, 'likes': 11}",['https://pbs.twimg.com/media/GSKxRzya4AE5w9c.jpg'],[],[],Neutral
RUU Konservasi,https://twitter.com/Partai_Gerindra/status/1811189959774118302#m,Budi menambahkan bahwa RUU KSDAHE juga mengatur kejelasan kewenangan konservasi sumber daya alam hayati dan ekosist… https://nitter.net/i/web/status/1811000979522998381,"{'name': 'Tweets Gerindra', 'username': '@Partai_Gerindra', 'profile_id': '1703577730', 'avatar': 'https://pbs.twimg.com/profile_images/1703577730/gerindra_2_bigger.jpg'}",2024-07-11,False,False,,[],{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[],Neutral
RUU Konservasi,https://twitter.com/yayasanepistema/status/1811025832175190258#m,Masyarakat Adat Makin Kuat|RUU Konservasi Sumber Daya Alam Disahkan|https://rm.id/baca-berita/parlemen/227240/ruu-konservasi-sumber-daya-alam-disahkan-masyarakat-adat-makin-kuat,"{'name': 'Epistema Institute', 'username': '@yayasanepistema', 'profile_id': '1342656437609066502', 'avatar': 'https://pbs.twimg.com/profile_images/1342656437609066502/zGQ8aAds_bigger.jpg'}",2024-07-10,False,False,,[],{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[],Positive
RUU Konservasi,https://twitter.com/dekade_08/status/1811011200077156590#m,"Pada tanggal 9 Juli 2024, DPR RI mengesahkan RUU KSDAHE, menggantikan Undang-Undang Nomor 5 Tahun 1990 tentang Konservasi Sumber Daya Alam Hayati dan Ekosistemnya. Langkah ini penting dalam melindungi kekayaan alam Indonesia yang kaya namun rentan.","{'name': 'DEKADE 08', 'username': '@dekade_08', 'profile_id': '1770860370250366977', 'avatar': 'https://pbs.twimg.com/profile_images/1770860370250366977/vTDAnrpF_bigger.jpg'}",2024-07-10,False,False,,[],{},"{'comments': 0, 'retweets': 6, 'quotes': 0, 'likes': 18}",[],['https://video.twimg.com/ext_tw_video/1811011069089042438/pu/pl/0v3J6oFEJwaRBkt4.m3u8?tag=12'],[],Positive
RUU Konservasi,https://twitter.com/Partai_Gerindra/status/1811008754042749334#m,Budi menambahkan bahwa RUU KSDAHE juga mengatur kejelasan kewenangan konservasi sumber daya alam hayati dan ekosist… https://nitter.net/i/web/status/1811000979522998381,"{'name': 'Tweets Gerindra', 'username': '@Partai_Gerindra', 'profile_id': '1703577730', 'avatar': 'https://pbs.twimg.com/profile_images/1703577730/gerindra_2_bigger.jpg'}",2024-07-10,False,False,,[],{},"{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[],Neutral
RUU Konservasi,https://twitter.com/Gerindra/status/1811000979522998381#m,"Budi menambahkan bahwa RUU KSDAHE juga mengatur kejelasan kewenangan konservasi sumber daya alam hayati dan ekosistemnya. Dengan adanya pembagian kewenangan, tidak ada lagi tumpang tindih dalam kerja.","{'name': 'Partai Gerindra', 'username': '@Gerindra', 'profile_id': '1757378350430261248', 'avatar': 'https://pbs.twimg.com/profile_images/1757378350430261248/bq6Y9WAU_bigger.jpg'}",2024-07-10,False,False,,[],{},"{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 3}",[],[],[],Positive
RUU Konservasi,https://twitter.com/Gerindra/status/1811000974405947610#m,"Wakil Ketua Komisi IV DPR RI, Budisatrio Djiwandono, saat membacakan laporan Komisi IV mengatakan, RUU KSDAHE akan memperkuat konservasi sumber daya alam hayati dan keseimbangan ekosietem.","{'name': 'Partai Gerindra', 'username': '@Gerindra', 'profile_id': '1757378350430261248', 'avatar': 'https://pbs.twimg.com/profile_images/1757378350430261248/bq6Y9WAU_bigger.jpg'}",2024-07-10,False,False,,[],{},"{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}",[],[],[],Neutral
RUU Konservasi,https://twitter.com/Gerindra/status/1811000971914579998#m,"Dewan Perwakilan Rakyat Republik Indonesia (DPR RI) mengesahkan Rancangan Undang-undang tentang Perubahan atas Undang-undang Nomor 5 Tahun 1990 tentang Konservasi Sumber Daya Alam Hayati dan Ekosistemnya (RUU KSDAHE), Selasa (9/7/2024). Pengesahan diputuskan dalam rapat paripurna ke-21 DPR RI Masa Persidangan V Tahun Sidang 2023-2024.","{'name': 'Partai Gerindra', 'username': '@Gerindra', 'profile_id': '1757378350430261248', 'avatar': 'https://pbs.twimg.com/profile_images/1757378350430261248/bq6Y9WAU_bigger.jpg'}",2024-07-10,False,False,,[],{},"{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}",[],[],[],Neutral
RUU Konservasi,https://twitter.com/dekade_08/status/1810984125433795018#m,"RUU KSDAHE telah resmi disahkan! Dengan ini, konservasi sumber daya alam hayati kita makin kuat.🌿🌏  #KonservasiIndonesia #RUUKSDAHE #LindungiAlam #EkosistemBerkelanjutan #kesejahteraanmasyarakat #budisatriodjiwandono #prabowogibran #Dekade08 #mendingprabowo","{'name': 'DEKADE 08', 'username': '@dekade_08', 'profile_id': '1770860370250366977', 'avatar': 'https://pbs.twimg.com/profile_images/1770860370250366977/vTDAnrpF_bigger.jpg'}",2024-07-10,False,False,,[],{},"{'comments': 0, 'retweets': 6, 'quotes': 0, 'likes': 12}","['https://pbs.twimg.com/media/GSHoTdBaAAAhBxz.jpg', 'https://pbs.twimg.com/media/GSHoUyQaEAA8w5K.jpg', 'https://pbs.twimg.com/media/GSHoV9uaUAQPqz_.jpg', 'https://pbs.twimg.com/media/GSHoXLwawAALhYB.jpg']",[],[],Positive
